Artist,Collection,Track Name,Track ID,Track URL,Release Date,Genre,Track Price,Currency
The Beatles,The Beatles 1967-1970 (The Blue Album),Back In the U.S.S.R.,1441133280,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,1968-11-22T12:00:00Z,Pop,1.29,USD
The Beatles,Rubber Soul,Norwegian Wood (This Bird Has Flown),1441164370,https://music.apple.com/us/album/norwegian-wood-this-bird-has-flown/1441164359?i=1441164370&uo=4,1965-12-03T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Why Don't We Do It In the Road?,1441133902,https://music.apple.com/us/album/why-dont-we-do-it-in-the-road/1441133180?i=1441133902&uo=4,1968-11-22T12:00:00Z,Pop,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Lucy In the Sky with Diamonds,1441133268,https://music.apple.com/us/album/lucy-in-the-sky-with-diamonds/1441133100?i=1441133268&uo=4,1967-06-01T12:00:00Z,Rock,1.29,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),She's Leaving Home,1573251220,https://music.apple.com/us/album/shes-leaving-home-remix/1573250333?i=1573251220&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Glass Onion,1441133436,https://music.apple.com/us/album/glass-onion/1441133180?i=1441133436&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Penny Lane,1441133102,https://music.apple.com/us/album/penny-lane/1441133100?i=1441133102&uo=4,1967-02-13T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),I'm So Tired,1441133702,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Across the Universe,1441133506,https://music.apple.com/us/album/across-the-universe/1441133100?i=1441133506&uo=4,1969-12-12T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Let It Be,1441133505,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,1970-03-06T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Here Comes the Sun,1441133289,https://music.apple.com/us/album/here-comes-the-sun/1441133100?i=1441133289&uo=4,1969-09-26T12:00:00Z,Rock,1.29,USD
The Beatles & Billy Preston,The Beatles 1967-1970 (The Blue Album),Get Back,1441133283,https://music.apple.com/us/album/get-back/1441133100?i=1441133283&uo=4,1969-04-11T12:00:00Z,Pop,1.29,USD
The Beatles,The Beatles (The White Album),Don't Pass Me By,1441133893,https://music.apple.com/us/album/dont-pass-me-by/1441133180?i=1441133893&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Within You Without You,1573251475,https://music.apple.com/us/album/within-you-without-you-remix/1573250333?i=1573251475&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Yer Blues,1441134092,https://music.apple.com/us/album/yer-blues/1441133180?i=1441134092&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),"Long, Long, Long",1441134213,https://music.apple.com/us/album/long-long-long/1441133180?i=1441134213&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Octopus's Garden,1441133504,https://music.apple.com/us/album/octopuss-garden/1441133100?i=1441133504&uo=4,1969-09-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Honey Pie,1441134393,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Being For The Benefit Of Mr. Kite!,1573251235,https://music.apple.com/us/album/being-for-the-benefit-of-mr-kite-remix/1573250333?i=1573251235&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Good Night,1441134487,https://music.apple.com/us/album/good-night/1441133180?i=1441134487&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Lovely Rita,1573251677,https://music.apple.com/us/album/lovely-rita-remix/1573250333?i=1573251677&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Sexy Sadie,1441134198,https://music.apple.com/us/album/sexy-sadie/1441133180?i=1441134198&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),Sgt. Pepper's Lonely Hearts Club Band (Reprise),1573252088,https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band-reprise-remix/1573250333?i=1573252088&uo=4,1967-05-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Martha My Dear,1441133690,https://music.apple.com/us/album/martha-my-dear/1441133180?i=1441133690&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),All You Need Is Love,1441133271,https://music.apple.com/us/album/all-you-need-is-love/1441133100?i=1441133271&uo=4,1967-07-07T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles (The White Album),Cry Baby Cry,1441134477,https://music.apple.com/us/album/cry-baby-cry/1441133180?i=1441134477&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
